"Path","LineNumber","Line"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4.50A_RESPONSE_ENRICHMENT_LAYER_20260618_044714\level_b_dynamic_composer_before_20260618_044714.py","27","        from app.eldora.core.predictive_simulation_engine import run_simulation"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4.50A_RESPONSE_ENRICHMENT_LAYER_20260618_044714\level_b_dynamic_composer_before_20260618_044714.py","28","        result[""components""][""simulation""] = run_simulation(goal=message, context=context)"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4.50A_RESPONSE_ENRICHMENT_LAYER_20260618_044714\level_b_dynamic_composer_before_20260618_044714.py","30","        result[""errors""].append({""component"": ""simulation"", ""error"": str(exc)})"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4.50A_RESPONSE_ENRICHMENT_LAYER_20260618_044714\level_b_dynamic_composer_before_20260618_044714.py","33","        from app.p7_adapters.hierarchical_planner_adapter import plan"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4.50C_SIMULATION_CONSUMPTION_20260618_055838\predictive_simulation_engine_before_20260618_055838.py","1","def run_simulation(goal=None, context=None):"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4.50C_SIMULATION_CONSUMPTION_20260618_055838\predictive_simulation_engine_before_20260618_055838.py","13","    return run_simulation(payload, None)"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4.50C_SIMULATION_CONSUMPTION_20260618_055838\predictive_simulation_engine_before_20260618_055838.py","15","def simulation_health():"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4.50C_SIMULATION_CONSUMPTION_20260618_055838\predictive_simulation_engine_before_20260618_055838.py","18","        ""engine"": ""predictive_simulation_engine"","
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4.50C_SIMULATION_CONSUMPTION_20260618_055838\predictive_simulation_engine_before_20260618_055838.py","21","def simulation_report():"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4.50C_SIMULATION_CONSUMPTION_20260618_055838\predictive_simulation_engine_before_20260618_055838.py","22","    return simulation_health()"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4.50D_E_F_DOMAIN_CANARY_CERTIFICATION_20260618_060618\level_b_dynamic_composer_before_20260618_060618.py","20","    planner = components.get(""plan"", {}) or {}"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4.50D_E_F_DOMAIN_CANARY_CERTIFICATION_20260618_060618\level_b_dynamic_composer_before_20260618_060618.py","21","    simulation = components.get(""simulation"", {}) or {}"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4.50D_E_F_DOMAIN_CANARY_CERTIFICATION_20260618_060618\level_b_dynamic_composer_before_20260618_060618.py","24","    root_goal = planner.get(""root_goal"") or message"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4.50D_E_F_DOMAIN_CANARY_CERTIFICATION_20260618_060618\level_b_dynamic_composer_before_20260618_060618.py","27","        simulation.get(""prediction"", {}).get(""confidence"")"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4.50D_E_F_DOMAIN_CANARY_CERTIFICATION_20260618_060618\level_b_dynamic_composer_before_20260618_060618.py","28","        if isinstance(simulation.get(""prediction""), dict)"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4.50D_E_F_DOMAIN_CANARY_CERTIFICATION_20260618_060618\level_b_dynamic_composer_before_20260618_060618.py","97","        from app.eldora.core.predictive_simulation_engine import run_simulation"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4.50D_E_F_DOMAIN_CANARY_CERTIFICATION_20260618_060618\level_b_dynamic_composer_before_20260618_060618.py","98","        result[""components""][""simulation""] = run_simulation(goal=message, context=context)"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4.50D_E_F_DOMAIN_CANARY_CERTIFICATION_20260618_060618\level_b_dynamic_composer_before_20260618_060618.py","100","        result[""errors""].append({""component"": ""simulation"", ""error"": str(exc)})"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4.50D_E_F_DOMAIN_CANARY_CERTIFICATION_20260618_060618\level_b_dynamic_composer_before_20260618_060618.py","103","        from app.p7_adapters.hierarchical_planner_adapter import plan"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P5_10_DRIVE_EXHAUSTIVE_CAPABILITY_CERTIFICATION_20260611_213756\p5_10_drive_exhaustive_capability_certification.py","40","    ""REASONING"": [""reason"", ""reasoning"", ""infer"", ""logic""],"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P5_10_DRIVE_EXHAUSTIVE_CAPABILITY_CERTIFICATION_20260611_213756\p5_10_drive_exhaustive_capability_certification.py","42","    ""META_REASONING"": [""meta_reason"", ""metacognition"", ""cognitive_control""],"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P5_10_DRIVE_EXHAUSTIVE_CAPABILITY_CERTIFICATION_20260611_213756\p5_10_drive_exhaustive_capability_certification.py","43","    ""PLANNING"": [""plan"", ""planner"", ""planning"", ""goal""],"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P5_10_DRIVE_EXHAUSTIVE_CAPABILITY_CERTIFICATION_20260611_213756\p5_10_drive_exhaustive_capability_certification.py","56","    ""SIMULATION"": [""simulation"", ""simulate"", ""sandbox""],"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P5_10_DRIVE_EXHAUSTIVE_CAPABILITY_CERTIFICATION_20260611_213756\p5_10_drive_exhaustive_capability_certification.py","176","        r""([A-Za-z_][A-Za-z0-9_]*(?:Engine|Agent|Planner|Orchestrator|Router|Dispatcher|Executor|Memory|Reasoner|Pipeline|Service|Controller|Model|Schema|DTO))"","
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P5_10_DRIVE_EXHAUSTIVE_CAPABILITY_CERTIFICATION_20260611_213756\p5_10_drive_exhaustive_capability_certification.py","285","            elif row[""capability""] in {""REASONING"", ""REFLECTION"", ""MULTI_AGENT"", ""COGNITIVE_CONTROL""}:"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P5_10_DRIVE_EXHAUSTIVE_CAPABILITY_CERTIFICATION_20260611_213756\p5_10_drive_exhaustive_capability_certification.py","308","        elif cap in {""REASONING"", ""REFLECTION"", ""CONTEXT_RECOVERY"", ""MEMORY"", ""SEMANTIC_MEMORY"", ""MULTI_AGENT""}:"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P5_11_MIND_COGNITIVE_BRAIN_MAP_20260611_220107\p5_11_mind_cognitive_brain_map.py","20"," ""REASONING"":[""reason"",""reasoning"",""infer"",""logic""],"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P5_11_MIND_COGNITIVE_BRAIN_MAP_20260611_220107\p5_11_mind_cognitive_brain_map.py","22"," ""PLANNING"":[""plan"",""planner"",""planning"",""goal""],"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P5_11_MIND_COGNITIVE_BRAIN_MAP_20260611_220107\p5_11_mind_cognitive_brain_map.py","31"," ""SIMULATION"":[""simulation"",""simulate"",""sandbox""],"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P5_11_MIND_COGNITIVE_BRAIN_MAP_20260611_220107\p5_11_mind_cognitive_brain_map.py","200","        ""REASONING"":[r for r in status if r[""capability""] in [""REASONING"",""REFLECTION"",""COGNITIVE_CONTROL""]],"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P5_12_DRIVE_SCAN_VS_MIND_BRAIN_MAP_20260612_080651\p5_12.py","14"," ""HIERARCHICAL_PLANNING"": [""hierarchical_planner"", ""hplanner"", ""neural_long_planner"", ""internal_planner"", ""goal_decomposition"", ""task_tree"", ""route_hplanner"", ""route_neural_planner"", ""route_talk_planner"", ""hierarchical_planner_step449""],"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P5_12_DRIVE_SCAN_VS_MIND_BRAIN_MAP_20260612_080651\p5_12.py","15"," ""COGNITIVE_CONTROL"": [""cognitive_control"", ""metacognition"", ""meta_reasoning"", ""control_loop"", ""cognitive_loop"", ""oversight"", ""self_monitor"", ""self_correction"", ""executive_control"", ""cognitive_governor""],"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P5_12_DRIVE_SCAN_VS_MIND_BRAIN_MAP_20260612_080651\p5_12.py","88","    r""(hierarchical_planner|neural_long_planner|internal_planner|route_hplanner|route_neural_planner|"""
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P5_12_DRIVE_SCAN_VS_MIND_BRAIN_MAP_20260612_080651\p5_12.py","89","    r""route_talk_planner|hierarchical_planner_step449|route_internal_state_orchestrator|route_orchestrator|"""
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P5_12_DRIVE_SCAN_VS_MIND_BRAIN_MAP_20260612_080651\p5_12.py","90","    r""auto_evo_pr_planner|auto_evo_module_growth_planner|social_relationship_orchestrator|"""
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P5_12_DRIVE_SCAN_VS_MIND_BRAIN_MAP_20260612_080651\p5_12.py","91","    r""dev_step_planner_agent|agent/planner|cognitive_control|metacognition|cognitive_loop|oversight|"""
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P5_13_DEEP_AUDIT_IMPORTANT_CANDIDATES_20260612_090337\p5_13.py","28","        ""hierarchical_planner"", ""hierarchical_planner_step449"", ""neural_long_planner"","
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P5_13_DEEP_AUDIT_IMPORTANT_CANDIDATES_20260612_090337\p5_13.py","29","        ""internal_planner"", ""goal_decomposition"", ""task_tree"", ""route_hplanner"","
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P5_13_DEEP_AUDIT_IMPORTANT_CANDIDATES_20260612_090337\p5_13.py","30","        ""route_neural_planner"", ""route_talk_planner"""
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P5_13_DEEP_AUDIT_IMPORTANT_CANDIDATES_20260612_090337\p5_13.py","33","        ""cognitive_control"", ""metacognition"", ""meta_reasoning"", ""control_loop"","
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P5_13_DEEP_AUDIT_IMPORTANT_CANDIDATES_20260612_090337\p5_13.py","39","        ""business_runtime"", ""task_engine"", ""dev_step_planner_agent"","
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P5_13_DEEP_AUDIT_IMPORTANT_CANDIDATES_20260612_090337\p5_13.py","40","        ""agent/planner"", ""agent_"", ""agents/"""
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P5_13_DEEP_AUDIT_IMPORTANT_CANDIDATES_20260612_090337\p5_13.py","88","    if ""hierarchical_planner_step449"" in low:"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P8_10_GAIN_VALIDATION_20260616_073333\run_p8_10_gain_validation.py","6","os.environ[""ENABLE_HIERARCHICAL_PLANNER""] = ""true"""
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P8_10_GAIN_VALIDATION_20260616_073333\run_p8_10_gain_validation.py","11","from app.p8_shadow.shadow_hooks import run_hierarchical_planner_shadow, run_oversight_shadow"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P8_10_GAIN_VALIDATION_20260616_073333\run_p8_10_gain_validation.py","30","    planner = run_hierarchical_planner_shadow("
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P8_10_GAIN_VALIDATION_20260616_073333\run_p8_10_gain_validation.py","48","        ""planner_status"": planner.get(""mode"", planner.get(""status"")),"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P8_10_GAIN_VALIDATION_20260616_073333\run_p8_10_gain_validation.py","49","        ""planner_runtime_modified"": planner.get(""runtime_modified"", False),"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P8_10_GAIN_VALIDATION_20260616_073333\run_p8_10_gain_validation.py","58","planner_shadow_ok = sum(1 for r in results if r[""planner_status""] == ""SHADOW"")"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P8_10_GAIN_VALIDATION_20260616_073333\run_p8_10_gain_validation.py","60","runtime_modifications = sum(1 for r in results if r[""planner_runtime_modified""] or r[""oversight_response_modified""])"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P8_10_GAIN_VALIDATION_20260616_073333\run_p8_10_gain_validation.py","67","    ""planner_shadow_ok"": planner_shadow_ok,"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P8_10_GAIN_VALIDATION_20260616_073333\run_p8_10_gain_validation.py","74","    ""planner_gain_status"": ""STRUCTURAL_CAPABILITY_PRESENT"" if planner_shadow_ok == len(results) else ""INSUFFICIENT"","
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P8_10_GAIN_VALIDATION_20260616_073333\run_p8_10_gain_validation.py","80","    ""recommendation"": ""READY_FOR_P8_11_CONTROLLED_ACTIVE_DRY_RUN"" if runtime_modifications == 0 and planner_shadow_ok == len(results) and oversight_shadow_ok == len(results) else ""KEEP_SHADOW_FIX_REQUIRED"","
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P8_10_GAIN_VALIDATION_20260616_073333\run_p8_10_gain_validation.py","81","    ""status"": ""PASS"" if runtime_modifications == 0 and planner_shadow_ok == len(results) and oversight_shadow_ok == len(results) else ""FAIL"""
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P8_13_PLANNER_LIMITED_ACTIVE_DRY_RUN_TEST_20260616_125923\run_p8_13_dry_run.py","4","from app.p8_shadow.planner_active_policy import evaluate_planner_active_candidate"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P8_13_PLANNER_LIMITED_ACTIVE_DRY_RUN_TEST_20260616_125923\run_p8_13_dry_run.py","5","from app.p8_shadow.shadow_hooks import run_hierarchical_planner_shadow"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P8_13_PLANNER_LIMITED_ACTIVE_DRY_RUN_TEST_20260616_125923\run_p8_13_dry_run.py","7","out = Path(r""C:\\Users\\MindFin\\Desktop\\mind-fin-pro-backend-core\\_evidence\\P8_13_PLANNER_LIMITED_ACTIVE_DRY_RUN_TEST_20260616_125923"")"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P8_13_PLANNER_LIMITED_ACTIVE_DRY_RUN_TEST_20260616_125923\run_p8_13_dry_run.py","26","    policy_result = evaluate_planner_active_candidate(candidate)"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P8_13_PLANNER_LIMITED_ACTIVE_DRY_RUN_TEST_20260616_125923\run_p8_13_dry_run.py","42","    ""mission"": ""P8.13_PLANNER_LIMITED_ACTIVE_DRY_RUN_TEST"","
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P8_13_PLANNER_LIMITED_ACTIVE_DRY_RUN_TEST_20260616_125923\run_p8_13_dry_run.py","53","    ""recommendation"": ""READY_FOR_P8_14_PLANNER_ACTIVE_SANDBOX_HOOK_REVIEW"""
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P8_14_REAL_WORLD_PLANNER_BENCHMARK_20260616_130544\run_p8_14_real_world_benchmark.py","6","os.environ[""ENABLE_HIERARCHICAL_PLANNER""] = ""true"""
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P8_14_REAL_WORLD_PLANNER_BENCHMARK_20260616_130544\run_p8_14_real_world_benchmark.py","11","from app.p8_shadow.shadow_hooks import run_hierarchical_planner_shadow, run_oversight_shadow"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P8_14_REAL_WORLD_PLANNER_BENCHMARK_20260616_130544\run_p8_14_real_world_benchmark.py","13","out = Path(r""C:\\Users\\MindFin\\Desktop\\mind-fin-pro-backend-core\\_evidence\\P8_14_REAL_WORLD_PLANNER_BENCHMARK_20260616_130544"")"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P8_14_REAL_WORLD_PLANNER_BENCHMARK_20260616_130544\run_p8_14_real_world_benchmark.py","42","    planner = run_hierarchical_planner_shadow("
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P8_14_REAL_WORLD_PLANNER_BENCHMARK_20260616_130544\run_p8_14_real_world_benchmark.py","58","    planner_ok = planner.get(""mode"") == ""SHADOW"""
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P8_14_REAL_WORLD_PLANNER_BENCHMARK_20260616_130544\run_p8_14_real_world_benchmark.py","63","    planner_score = 0"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P8_14_REAL_WORLD_PLANNER_BENCHMARK_20260616_130544\run_p8_14_real_world_benchmark.py","64","    if planner_ok:"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P8_14_REAL_WORLD_PLANNER_BENCHMARK_20260616_130544\run_p8_14_real_world_benchmark.py","65","        planner_score += 3"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P8_14_REAL_WORLD_PLANNER_BENCHMARK_20260616_130544\run_p8_14_real_world_benchmark.py","66","        planner_score += 1 if planner.get(""capability"") == ""HIERARCHICAL_PLANNING"" else 0"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P8_14_REAL_WORLD_PLANNER_BENCHMARK_20260616_130544\run_p8_14_real_world_benchmark.py","67","        planner_score += 1 if planner.get(""runtime_modified"") is False else 0"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P8_14_REAL_WORLD_PLANNER_BENCHMARK_20260616_130544\run_p8_14_real_world_benchmark.py","74","        ""planner_score"": planner_score,"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P8_14_REAL_WORLD_PLANNER_BENCHMARK_20260616_130544\run_p8_14_real_world_benchmark.py","75","        ""planner_ok"": planner_ok,"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P8_14_REAL_WORLD_PLANNER_BENCHMARK_20260616_130544\run_p8_14_real_world_benchmark.py","80","        ""gain_delta"": planner_score - baseline_score"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P8_14_REAL_WORLD_PLANNER_BENCHMARK_20260616_130544\run_p8_14_real_world_benchmark.py","85","planner_ok_count = sum(1 for r in results if r[""planner_ok""])"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P8_14_REAL_WORLD_PLANNER_BENCHMARK_20260616_130544\run_p8_14_real_world_benchmark.py","91","    ""mission"": ""P8.14_REAL_WORLD_PLANNER_BENCHMARK"","
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P8_14_REAL_WORLD_PLANNER_BENCHMARK_20260616_130544\run_p8_14_real_world_benchmark.py","93","    ""planner_ok_count"": planner_ok_count,"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P8_14_REAL_WORLD_PLANNER_BENCHMARK_20260616_130544\run_p8_14_real_world_benchmark.py","103","    ""planner_business_value"": ""WEAK_OR_STRUCTURAL_ONLY"" if avg_gain_delta <= 0 else ""POSITIVE_SIGNAL"","
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P8_14_REAL_WORLD_PLANNER_BENCHMARK_20260616_130544\run_p8_14_real_world_benchmark.py","104","    ""recommendation"": ""KEEP_PLANNER_SHADOW_AND_IMPROVE_REAL_PLAN_OUTPUT"" if avg_gain_delta <= 0 else ""READY_FOR_LIMITED_ACTIVE_SANDBOX"","
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P8_14_REAL_WORLD_PLANNER_BENCHMARK_20260616_130544\run_p8_14_real_world_benchmark.py","105","    ""status"": ""PASS"" if planner_ok_count == len(results) and oversight_ok_count == len(results) else ""FAIL"","
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P8_14_REAL_WORLD_PLANNER_BENCHMARK_20260616_130544\run_p8_14_real_world_benchmark.py","109","(out / ""P8_14_REAL_WORLD_PLANNER_BENCHMARK_REPORT.json"").write_text("
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P8_15_TO_P8_18_REAL_PLANNER_UPGRADE_20260616_130914\run_p8_15_to_p8_18_real_planner.py","5","from app.p8_shadow.real_planner import generate_hierarchical_plan"
